84, 678.228911, 182.008477, 1.000002, 1.000002, 1.000002

85, 692.412705, 179.712560, 1.000002, 1.000002, 1.000002

86, 687.274298, 175.471574, 1.000002, 1.000002, 1.000002

87, 693.676871, 176.659902, 1.000001, 1.000002, 1.000002

88, 706.485254, 182.444671, 1.000001, 1.000002, 1.000002

89, 714.768299, 182.735217, 2.861221, 1.000001, 1.000002

90, 722.662271, 175.464533, 3.977462, 1.000002, 1.000002

91, 724.406699, 190.210850, 1.971374, 1.000002, 1.000002

92, 738.460720, 184.655590, 1.000002, 1.971374, 1.971374

93, 740.402824, 178.952414, 1.000001, 1.000001, 1.000001

94, 745.039853, 179.899631, 1.000001, 1.000001, 1.000002

95, 745.131061, 172.532974, 1.000002, 1.000002, 1.000002

96, 754.042590, 167.362640, 1.000002, 1.000002, 1.000002

97, 757.188762, 174.643713, 1.000002, 1.000002, 1.000002

98, 769.865641, 174.897292, 1.000003, 1.000002, 1.000002

99, 774.155905, 174.480756, 1.000002, 1.000002, 1.000002

 --------------|------------------|------------------|------------------ |------------------|------------------|------------------
 hairdrsr count|max queue size    |longest wait time |total beardcut     |total haircut     |total H&B         |avg service Time  
 --------------|------------------|------------------|------------------ |------------------|------------------|------------------
             1 |           62.000 |          774.156 |           36.000  |           43.000 |           21.000 |           11.939
             2 |           28.000 |          190.211 |           23.000  |           48.000 |           29.000 |           12.663
             3 |            9.000 |           40.553 |           29.000  |           49.000 |           22.000 |           12.147
             4 |            6.000 |           16.579 |           27.000  |           55.000 |           18.000 |           12.074
             5 |            3.000 |            7.029 |           40.000  |           42.000 |           18.000 |           11.689
